title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes
Adam Ray Is Dr. Phil Unleashed,movie,Comedy,2024,tt34367447,5.6,238.0
1 Contra Todos: O Filme 2,movie,Drama,2017,,6.5,1601.0
1 Contra Todos: O Filme 3,movie,Drama,2018,,6.5,1601.0
Regular People,movie,Drama,2024,,6.5,1601.0
The Maximum Penalty 2,movie,Comedy,2024,,6.5,1601.0
Ronny Chieng: Love to Hate It,movie,"Comedy, Documentary",2024,tt34344071,7.1,1080.0
Biggest Heist Ever,movie,"Biography, Crime, Documentary",2024,tt18224682,6.1,1399.0
Tegkang,movie,Drama,2024,tt34245046,7.3,36.0
aiko Love Like Aloha vol.7,movie,,2018,,6.5,1601.0
Contágio,movie,"Horror, Short",2011,tt6560542,6.5,1601.0
Litrato,movie,Animation,2024,,6.5,1601.0
The Piano Lesson: Legacy and a Vision,movie,Documentary,2024,,6.5,1601.0
Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen OVA,movie,"Animation, Comedy, Romance",2021,tt21599874,7.0,217.0
Erdal ile Ece 2,movie,Comedy,2024,tt34927354,4.8,803.0
The Most Beautiful Girl in the World,movie,"Comedy, Romance",2025,tt34749630,6.1,660.0
Making the Helicopter Heist,movie,"Documentary, Short",2024,tt34766467,6.6,10.0
The Quiet Yakuza -Part 2,movie,,2023,,6.5,1601.0
GLASS*,movie,"Horror, Thriller, Science Fiction, Drama",2024,,6.5,1601.0
What Was Left Behind,movie,,2024,,6.5,1601.0
Umjolo: Day Ones,movie,"Drama, Romance",2024,tt34619564,4.0,154.0
Making Senna,movie,Documentary,2024,,6.5,1601.0
24 Hours in Waitrose,movie,Documentary,2024,,6.5,1601.0
All Creatures Big and Small,movie,Family,2015,,6.5,1601.0
Avicii - My Last Show,movie,"Music, Short",2024,tt34619547,7.2,617.0
Michelle Buteau: A Buteau-ful Mind at Radio City Music Hall,movie,"Comedy, Documentary",2024,tt34379477,5.5,375.0
Exodus,movie,"Drama, Family, Short",2015,tt5135618,5.9,10.0
The Love Scam,movie,"Comedy, Romance",2025,tt34896285,6.1,1344.0
Casti whatever it costs,movie,Comedy,2024,,6.5,1601.0
Wham!: Last Christmas Unwrapped,movie,"Documentary, Music",2024,tt34352717,7.1,330.0
"Fujii Kaze Stadium Live ""Feelin' Good""",movie,Music,2024,,6.5,1601.0
The Braid of Time,movie,"Adventure, Short",2021,tt15260300,5.2,46.0
Ostinato,movie,"Animation, Short",2023,tt29874855,5.8,397.0
"Le Feu Sacré, Lumière de la résurrection du Christ",movie,Documentary,2024,,6.5,1601.0
Autaneli Ardadegebi,movie,Family,2015,tt5570018,6.4,14.0
Por la cara,movie,Comedy,2024,,6.5,1601.0
Khoroshie devochki,movie,"Drama, Mystery, Thriller",2024,tt33096465,8.2,5.0
Bestwood Lodge: The Documentary,movie,,2024,,6.5,1601.0
December 31st Express,movie,Comedy,2024,tt34780254,6.7,280.0
RRR: Behind & Beyond,movie,Documentary,2024,tt35078960,8.2,298.0
Zbory OSBB,movie,Comedy,2024,tt35046749,6.9,490.0
Don't Die: The Man Who Wants to Live Forever,movie,Documentary,2025,tt34977130,6.1,3587.0
Torching 2024: A Roast of the Year,movie,Comedy,2024,tt34909701,5.4,766.0
האחד,movie,"Comedy, Music, Romance",2022,,6.5,1601.0
東京喰種トーキョーグールPINTO,movie,,2015,,6.5,1601.0
"Umjolo: My Beginnings, My End!",movie,"Comedy, Drama, Romance",2025,tt34961246,4.8,116.0
NOISE!,movie,"Drama, Horror",2023,,6.5,1601.0
Gabriel Iglesias: Legend of Fluffy,movie,Comedy,2025,tt34990654,6.6,240.0
Ari Shaffir: America's Sweetheart,movie,"Comedy, Documentary",2025,tt34753871,7.1,472.0
Demon City,movie,"Action, Adventure, Crime",2025,tt35111035,5.4,3740.0
New Life,movie,,2024,,6.5,1601.0
Whitney: The Last Great Diva,movie,,2018,,6.5,1601.0
"Ano Novo, Vida Nova",movie,Documentary,1985,,6.5,1601.0
Bogdan Boner: Wigilijny karp,movie,"Animation, Comedy",2024,,6.5,1601.0
Tears of the Sun,movie,Drama,2019,,6.5,1601.0
Squid Game: Fireplace,movie,,2024,,6.5,1601.0
Kevin Hart: The Kennedy Center Mark Twain Prize for American Humor,movie,Comedy,2024,tt31805297,6.6,797.0
Norman's Rare Guitars Documentary,movie,Documentary,2024,tt12914718,7.8,193.0
Compliance,movie,"Science Fiction, Animation, Mystery",2023,,6.5,1601.0
Burning,movie,"Horror, Comedy",2024,,6.5,1601.0
Slayground,movie,"Horror, Short",2012,tt2515070,5.4,1424.0
Concubina,movie,Horror,2024,,6.5,1601.0
The Courier,movie,Comedy,2013,,6.5,1601.0
Un jour peut-être,movie,Romance,2024,,6.5,1601.0
Mothering Sunday,movie,"Comedy, Horror, Short",2021,tt32044254,6.8,205.0
Night Owl,movie,"Comedy, Documentary",2025,tt34967734,5.9,149.0
StreetRiderZ: The Documentary,movie,"Action, Biography, Crime",2013,tt2951260,6.5,8.0
Delicious,movie,"Drama, Thriller",2025,tt32047217,4.4,4247.0
Nem Tudo é o que Parece,movie,,2025,,6.5,1601.0
Noite De Ano Novo,movie,"Animation, Short",2017,tt7661330,6.5,1601.0
A Prisão,movie,Thriller,2025,,6.5,1601.0
Hello Carbot Allstar Special,movie,Animation,2024,,6.5,1601.0
Dave Fishwick: Loan Ranger,movie,,2014,,6.5,1601.0
The Wrong Track,movie,Comedy,2025,tt31828532,6.0,734.0
Halusinasi,movie,,2015,,6.5,1601.0
Goodfellas (Wushang),movie,,2024,,6.5,1601.0
Felipe Esparza: Raging Fool,movie,"Comedy, Documentary",2025,tt35520282,6.7,110.0
Miss Italy Must Not Die,movie,Documentary,2025,tt35574419,5.3,152.0
Umjolo: There Is No Cure,movie,"Comedy, Drama, Romance",2025,tt35520292,4.7,119.0
Rosebud Baker: The Mother Lode,movie,"Comedy, Documentary",2025,tt35510818,6.8,161.0
Barbie and Teresa: Recipe for Friendship,movie,Animation,2025,tt33550838,6.4,60.0
Mysterious murder,movie,"Crime, Horror, Mystery",2020,tt16711732,9.8,23.0
Uncredited: The Story of Passinho,movie,Documentary,2025,,6.5,1601.0
Sosyal Climbers,movie,"Comedy, Romance",2025,tt35624097,5.0,225.0
Larissa: The Other Side of Anitta,movie,"Biography, Documentary, Music",2025,tt35630679,5.6,614.0
Chaos: The Manson Murders,movie,"Crime, Documentary",2025,tt35628886,5.6,2122.0
Oyunda Kal: Eglence Arenasi,movie,"Adventure, Comedy, Family",2024,tt33371459,2.7,35.0
A Copenhagen Love Story,movie,"Drama, Romance",2025,tt33501878,6.3,1284.0
Making Emilia Pérez,movie,Documentary,2025,,6.5,1601.0
In This Corner (and Other Corners) of the World,movie,"History, Romance, War, Drama, Animation",2019,,6.5,1601.0
Luce mia,movie,Documentary,2015,tt28083468,6.5,1601.0
Masquerade Hotel,movie,,2020,,6.5,1601.0
Uma Babá Muito Esquisita,movie,Comedy,2020,,6.5,1601.0
Tamang Panahon,movie,Comedy,2025,,6.5,1601.0
A Puertas Cerradas,movie,Animation,2019,,6.5,1601.0
Matsuko in Real Life,movie,Documentary,2025,,6.5,1601.0
"Two is Good, Three is Too Much",movie,"Comedy, Action",2025,,6.5,1601.0
"Magma - Mattarella, il delitto perfetto",movie,"Crime, Documentary",2025,tt35665826,8.0,13.0
映画 おかあさんといっしょ はじめての大冒険,movie,,2018,,6.5,1601.0
映画 おかあさんといっしょ すりかえかめんをつかまえろ！,movie,,2020,,6.5,1601.0
Oxygène,movie,,2024,,6.5,1601.0
A Breath Away,movie,,2025,,6.5,1601.0
"From Hello, to Goodbye and Everything in Between",movie,,2024,,6.5,1601.0
Inside the Screenplay of The Substance,movie,Documentary,2025,,6.5,1601.0
Gone Girl,movie,"Thriller, Crime, Documentary",2025,,6.5,1601.0
Dito at Doon,movie,"Romance, Comedy",2025,,6.5,1601.0
Andrew Schulz: Life,movie,"Comedy, Documentary",2025,tt35705915,7.7,1468.0
夺宝联盟,movie,,2022,,6.5,1601.0
The Twister: Caught in the Storm,movie,Documentary,2025,tt35882698,6.8,2385.0
Laia,movie,Comedy,2025,,6.5,1601.0
Bert Kreischer: Lucky,movie,"Comedy, Documentary",2025,tt35924806,6.3,459.0
Dicen por ahí,movie,Documentary,2025,tt35726853,6.5,1601.0
Rebel Moon - Chapter One: Chalice of Blood,movie,"Science Fiction, Action, Adventure, Drama, War",2024,,6.5,1601.0
Por,movie,"Action, Drama",2024,tt27116149,5.0,609.0
Rebel Moon - Chapter Two: Curse of Forgiveness,movie,"Science Fiction, Action, Adventure, Drama",2024,,6.5,1601.0
One Piece Fan Letter,movie,"Action, Adventure, Animation",2024,tt33998607,9.2,18420.0
Lantana,movie,Drama,2025,tt36106731,6.5,1601.0
Novecento: il secolo estremo,movie,Documentary,2009,tt15133860,4.1,9.0
Whindersson Nunes: Isso Definitivamente Não É Um Culto,movie,Comedy,2025,,6.5,1601.0
Hattrick,movie,,2025,,6.5,1601.0
Jiko Bukken: Zoku Kowai Madori,movie,"Horror, Thriller",2025,tt36226268,6.5,1601.0
LEGO Friends: Novos Começos,movie,,2023,,6.5,1601.0
Making The Leopard,movie,Documentary,2025,,6.5,1601.0
Chinese Girl,movie,"Romance, Comedy",2024,,6.5,1601.0
,tv,Comedy,1996,,6.5,1601.0
Sex and the City,tv,"Comedy, Drama, Romance",1998,tt0159206,7.3,151650.0
7 vidas,tv,Comedy,1999,tt0192877,7.1,1556.0
A Different World,tv,Comedy,1987,tt0092339,7.0,8433.0
Martin,tv,"Comedy, Drama, Romance",1992,tt0103488,7.5,11438.0
The Game,tv,"Comedy, Drama, Romance",2006,tt0772137,6.9,4956.0
Avatar: The Last Airbender,tv,"Action, Adventure, Animation",2005,tt0417299,9.3,401826.0
Star Trek,tv,"Action, Adventure, Drama",1966,tt0060028,8.4,96499.0
Star Trek: Enterprise,tv,"Action, Adventure, Drama",2001,tt0244365,7.6,61518.0
SpongeBob SquarePants,tv,"Animation, Comedy, Family",1999,tt0206512,8.2,117921.0
Still Game,tv,Comedy,2002,tt0281491,8.9,9921.0
Ghost Hunters,tv,"Reality-TV, Thriller",2004,tt0426697,6.3,7373.0
Sesame Street,tv,"Adventure, Animation, Comedy",1969,tt0063951,8.1,16147.0
Star Trek: Deep Space Nine,tv,"Action, Adventure, Drama",1993,tt0106145,8.1,73845.0
The Powerpuff Girls,tv,"Action, Adventure, Animation",1998,tt0175058,7.3,50217.0
Reba,tv,"Comedy, Drama",2001,tt0284722,6.8,18794.0
Star Trek: The Next Generation,tv,"Action, Adventure, Drama",1987,tt0092455,8.7,142849.0
Curious George,tv,"Adventure, Animation, Comedy",2006,tt0449545,7.2,4020.0
Tom and Jerry Tales,tv,"Animation, Comedy, Family",2006,tt0780438,7.4,4092.0
Chappelle's Show,tv,"Comedy, Music",2003,tt0353049,8.8,75746.0
Peep Show,tv,Comedy,2003,tt0387764,8.7,70125.0
Neon Genesis Evangelion,tv,"Action, Animation, Drama",1995,tt0112159,8.5,96024.0
Skins,tv,Drama,2007,tt0840196,8.2,96628.0
Yu-Gi-Oh! Duel Monsters,tv,"Action, Adventure, Animation",2000,tt0247902,8.2,4022.0
Ouran High School Host Club,tv,"Animation, Comedy, Romance",2006,tt0816397,8.1,12581.0
Fat Friends,tv,Drama,2000,tt0264246,7.4,983.0
Ghost in the Shell: Stand Alone Complex,tv,"Action, Animation, Crime",2002,tt0346314,8.5,21649.0
How I Met Your Mother,tv,"Comedy, Drama, Romance",2005,tt0460649,8.3,755786.0
Mad Men,tv,Drama,2007,tt0804503,8.7,273290.0
The Graham Norton Show,tv,"Comedy, Music, Talk-Show",2007,tt0924651,8.4,13745.0
Six Feet Under,tv,"Comedy, Drama",2001,tt0248654,8.7,157693.0
Gossip Girl,tv,"Drama, Romance",2007,tt0397442,7.5,204656.0
Breaking Bad,tv,"Crime, Drama, Thriller",2008,tt0903747,9.5,2304095.0
Seinfeld,tv,Comedy,1989,tt0098904,8.9,366948.0
The Walking Dead,tv,"Drama, Horror, Thriller",2010,tt1520211,8.1,1133634.0
Dexter,tv,"Crime, Drama, Mystery",2006,tt0773262,8.6,833906.0
House,tv,"Drama, Mystery",2004,tt0412142,8.7,552572.0
Arrow,tv,"Action, Adventure, Crime",2012,tt2193021,7.5,453144.0
Grey's Anatomy,tv,"Drama, Romance",2005,tt0413573,7.6,357086.0
The Big Bang Theory,tv,"Comedy, Romance",2007,tt0898266,8.1,903239.0
Orange Is the New Black,tv,"Comedy, Crime, Drama",2013,tt2372162,8.0,327825.0
House of Cards,tv,Drama,2013,tt1856010,8.6,544993.0
Attack on Titan,tv,"Action, Adventure, Animation",2013,tt2560140,9.1,596197.0
Psych,tv,"Comedy, Crime, Mystery",2006,tt0491738,8.4,115203.0
WWE Smackdown!,tv,"Action, Sport",1999,tt0227972,7.3,7366.0
Home Improvement,tv,"Comedy, Family",1991,tt0101120,7.2,51046.0
The Adventures of Tintin,tv,"Action, Adventure, Animation",1991,tt0179552,8.3,19821.0
Justice League,tv,"Action, Adventure, Animation",2001,tt0275137,8.5,54461.0
Supernatural,tv,"Drama, Fantasy, Horror",2005,tt0460681,8.4,507840.0
Friends,tv,"Comedy, Romance",1994,tt0108778,8.9,1137512.0
Project Runway,tv,Reality-TV,2004,tt0437741,7.4,11857.0
The Bernie Mac Show,tv,"Comedy, Drama, Family",2001,tt0285341,7.2,8854.0
Monk,tv,"Comedy, Crime, Drama",2002,tt0312172,8.1,97981.0
Johnny Test,tv,"Action, Adventure, Animation",2005,tt0454349,5.4,10287.0
Kath & Kim,tv,Comedy,2002,tt0272397,8.4,5461.0
Zoey 101,tv,"Comedy, Drama, Family",2005,tt0415463,6.2,18271.0
Winx Club,tv,"Action, Adventure, Animation",2004,tt0421482,6.3,8561.0
Star Trek: Voyager,tv,"Action, Adventure, Drama",1995,tt0112178,7.9,80568.0
Shameless,tv,"Comedy, Crime, Drama",2004,tt0377260,8.0,19594.0
Star Trek: The Animated Series,tv,"Action, Adventure, Animation",1973,tt0069637,7.2,8685.0
Ratz,tv,"Animation, Comedy, Family",2003,tt0429421,6.5,211.0
The Batman,tv,"Action, Adventure, Animation",2004,tt0398417,7.4,14268.0
Drake & Josh,tv,"Comedy, Family",2004,tt0363328,7.7,45033.0
Batman: The Animated Series,tv,"Action, Adventure, Animation",1992,tt0103359,9.0,125927.0
Good Luck!!,tv,Drama,2003,tt0399971,7.5,736.0
Scout's Safari,tv,"Action, Adventure, Comedy",2002,tt0353101,7.8,107.0
Saiyûki,tv,"Action, Adventure, Drama",2006,tt0805320,6.6,75.0
H2O: Just Add Water,tv,"Adventure, Comedy, Drama",2006,tt0491603,7.3,19678.0
Orange Days,tv,"Drama, Romance",2004,tt0431557,8.0,1122.0
Aquí no hay quien viva,tv,"Comedy, Romance",2003,tt0381733,8.2,5219.0
Prison Break,tv,"Action, Crime, Drama",2005,tt0455275,8.3,621208.0
The Thin Blue Line,tv,"Comedy, Crime",1995,tt0112194,7.5,8540.0
Thomas & Friends,tv,"Adventure, Animation, Comedy",1984,tt0086815,6.5,7207.0
The Jamie Foxx Show,tv,Comedy,1996,tt0115221,6.8,3881.0
The Office,tv,Comedy,2005,tt0386676,9.0,767846.0
Mighty Morphin Power Rangers,tv,"Action, Adventure, Family",1993,tt0106064,6.6,25424.0
Hell's Kitchen,tv,"Game-Show, Reality-TV",2005,tt0437005,7.2,23570.0
Girlfriends,tv,"Comedy, Drama, Romance",2000,tt0247102,7.4,5279.0
The Venture Bros.,tv,"Action, Adventure, Animation",2003,tt0417373,8.6,29357.0
Pocoyo,tv,"Animation, Comedy, Family",2005,tt0487849,7.1,2412.0
Wildfire,tv,"Drama, Family, Mystery",2005,tt0439879,7.5,4296.0
The IT Crowd,tv,Comedy,2006,tt0487831,8.5,170213.0
Mr. Bean: The Animated Series,tv,"Animation, Comedy, Family",2002,tt0280277,6.9,15480.0
Dirty Jobs,tv,Reality-TV,2005,tt0458259,7.7,9750.0
Deadliest Catch,tv,"Adventure, Documentary, Reality-TV",2005,tt0446809,7.8,9550.0
Il était une fois... la vie,tv,"Animation, Family",1987,tt0284735,8.2,5795.0
My Wife and Kids,tv,"Comedy, Family",2000,tt0273855,6.9,30662.0
It's Always Sunny in Philadelphia,tv,Comedy,2005,tt0472954,8.8,264401.0
Law & Order: Special Victims Unit,tv,"Crime, Drama, Mystery",1999,tt0203259,8.1,135105.0
Totally Spies!,tv,"Action, Adventure, Animation",2001,tt0283226,7.1,13757.0
SeaChange,tv,"Comedy, Drama",1998,tt0138785,8.0,1269.0
Life on Mars,tv,"Crime, Drama, Mystery",2006,tt0478942,8.4,33774.0
Rugrats,tv,"Adventure, Animation, Comedy",1991,tt0101188,7.4,39831.0
The 1st Shop of Coffee Prince,tv,"Comedy, Drama, Romance",2007,tt1772685,8.1,7267.0
Danger Mouse,tv,"Action, Adventure, Animation",1981,tt0081848,7.4,4076.0
Full House,tv,"Comedy, Romance",2004,tt0464625,7.8,4112.0
The Parkers,tv,Comedy,1999,tt0200353,6.9,2852.0
Sailor Moon,tv,"Action, Adventure, Animation",1992,tt0103369,7.7,8260.0
Trailer Park Boys,tv,"Comedy, Crime",2001,tt0290988,8.5,54295.0
Shaun the Sheep,tv,"Animation, Comedy, Family",2007,tt0983983,8.2,18193.0
Sin tetas no hay paraíso,tv,"Drama, Romance, Thriller",2008,tt1077065,5.7,653.0
My Fair Princess,tv,"Action, Comedy, Drama",1998,tt0456785,7.8,1411.0
Mr. Bean,tv,"Comedy, Family",1990,tt0096657,8.6,141502.0
Gilmore Girls,tv,"Comedy, Drama",2000,tt0238784,8.2,160160.0
Arrested Development,tv,Comedy,2003,tt0367279,8.7,333598.0
Lost,tv,"Adventure, Drama, Fantasy",2004,tt0411008,8.3,635826.0
Band of Brothers,tv,"Action, Drama, History",2001,tt0185906,9.4,557682.0
NCIS,tv,"Action, Crime, Drama",2003,tt0364845,7.8,169922.0
Ugly Betty,tv,"Comedy, Drama, Romance",2006,tt0805669,6.8,49360.0
The Fairly OddParents,tv,"Adventure, Animation, Comedy",2001,tt0235918,7.2,49123.0
WWE Raw,tv,"Action, Sport",1993,tt0185103,7.7,10310.0
Ben 10,tv,"Action, Adventure, Animation",2005,tt0760437,7.5,31535.0
The Boarding School,tv,"Drama, Mystery, Thriller",2007,tt1024810,8.1,6079.0
Love Story in Harvard,tv,"Drama, Romance",2004,tt0439392,7.4,313.0
Les invincibles,tv,Comedy,2005,tt0482138,8.5,903.0
,tv,"Comedy, Drama",2003,,6.5,1601.0
Plats bruts,tv,Comedy,1999,tt0352089,8.6,854.0
Ikebukuro West Gate Park,tv,"Action, Comedy, Crime",2000,tt0331389,7.8,1246.0
Stairway to Heaven,tv,"Drama, Romance",2003,tt0457542,7.8,916.0
Fireman Sam,tv,"Animation, Family",1987,tt0329829,6.1,2360.0
iCarly,tv,"Comedy, Family, Romance",2007,tt0972534,6.8,47130.0
Turkish for Beginners,tv,Comedy,2006,tt0469009,7.5,4986.0
,tv,"Drama, Comedy",2004,,6.5,1601.0
Goosebumps,tv,"Adventure, Comedy, Drama",1995,tt0111987,7.6,16020.0
The Legend of Bruce Lee,tv,"Action, Biography, Drama",2008,tt1059455,6.8,1634.0
Kisarazu Cat's Eye,tv,"Comedy, Drama",2002,tt0391273,8.0,247.0
Stromberg,tv,Comedy,2004,tt0428167,8.4,10148.0
Murphy's Law,tv,"Crime, Drama, Mystery",2003,tt0408403,7.6,1667.0
The Hughleys,tv,Comedy,1998,tt0168337,6.1,985.0
Total Drama,tv,"Action, Adventure, Animation",2007,tt1173427,7.4,15479.0
The Bold and the Beautiful,tv,"Drama, Romance",1987,tt0092325,3.5,8548.0
The Family,tv,Drama,2007,tt1027787,7.4,980.0
Un paso adelante,tv,"Comedy, Drama, Musical",2002,tt0338639,6.3,1669.0
Galileo,tv,"Crime, Drama, Mystery",2007,tt1118526,7.4,1206.0
The Millionaire Matchmaker,tv,"Reality-TV, Romance",2008,tt1024167,4.6,1575.0
Destiny Love,tv,"Comedy, Romance",2008,tt1483930,7.4,598.0
Casados con hijos,tv,Comedy,2005,tt0451493,7.6,2007.0
The Magic School Bus,tv,"Adventure, Animation, Comedy",1994,tt0108847,7.8,11876.0
Wallander,tv,"Crime, Drama, Mystery",2008,tt1178618,7.8,16972.0
Deliver Me,tv,Reality-TV,2008,tt1237109,8.3,23.0
"Nuevo rico, nuevo pobre",tv,Comedy,2007,tt1233451,7.0,299.0
Iron Man: Armored Adventures,tv,"Action, Adventure, Animation",2008,tt0837143,6.5,4334.0
El Cartel de los Sapos,tv,"Action, Crime, Drama",2008,tt1260520,7.9,958.0
,tv,"Documentary, Comedy",2008,,6.5,1601.0
Ties of Shooting Stars,tv,Drama,2008,tt1315336,7.4,601.0
That Woman Is My Husband,tv,Reality-TV,2007,tt2446894,6.5,1601.0
Upin & Ipin,tv,"Animation, Comedy, Family",2007,tt2976010,6.2,518.0
Shaka Zulu,tv,"Action, Biography, Drama",1986,tt0086798,7.7,3488.0
RuPaul's Drag Race,tv,"Game-Show, Reality-TV",2009,tt1353056,8.5,24482.0
,tv,Reality,1979,,6.5,1601.0
Rebelde Way,tv,"Comedy, Drama, Music",2002,tt0328789,7.6,3096.0
Hitotsu yane no shita,tv,Drama,1993,tt0280743,8.1,164.0
Archer,tv,"Action, Animation, Comedy",2009,tt1486217,8.6,171036.0
True Blood,tv,"Drama, Fantasy, Mystery",2008,tt0844441,7.9,265361.0
Action Pack,tv,"Action, Adventure, Animation",2022,tt15527308,4.8,158.0
Bob the Builder,tv,"Animation, Comedy, Family",1997,tt0262151,5.6,6101.0
Intervention,tv,"Documentary, Drama",2005,tt0450920,7.9,3134.0
Pasión de gavilanes,tv,"Drama, Romance",2003,tt0387763,7.8,3134.0
Gantz,tv,"Action, Animation, Drama",2004,tt0434685,7.1,9114.0
Benidorm,tv,Comedy,2007,tt0959601,7.5,7830.0
Space Goofs,tv,"Animation, Comedy, Family",1997,tt0118343,6.8,621.0
"Berlin, Berlin",tv,"Comedy, Drama, Romance",2002,tt0312097,7.3,884.0
Peppa Pig,tv,"Adventure, Animation, Comedy",2004,tt0426769,6.3,7289.0
Dragon Ball,tv,"Action, Adventure, Animation",1986,tt0088509,8.5,71560.0
Outnumbered,tv,"Comedy, Drama",2007,tt1086191,8.1,12989.0
Murdoch Mysteries,tv,"Crime, Drama, Mystery",2008,tt1091909,8.2,18832.0
Dragon Ball Z,tv,"Action, Adventure, Animation",1989,tt0121220,8.8,95330.0
Heartbreak High,tv,"Drama, Romance",1994,tt0108800,7.8,3733.0
Flipping Out,tv,Reality-TV,2007,tt1078394,7.0,1337.0
Dennou Coil,tv,"Adventure, Animation, Comedy",2007,tt1033796,7.7,1046.0
Inspector George Gently,tv,"Crime, Drama, Mystery",2007,tt1430509,8.1,9138.0
He Who Can't Marry,tv,"Comedy, Drama",2006,tt1252621,8.0,1265.0
Death Note,tv,"Animation, Crime, Drama",2006,tt0877057,8.9,418183.0
Secret Diary of a Call Girl,tv,Drama,2007,tt1000734,7.3,14743.0
All In,tv,"Action, Drama, Romance",2003,tt0431504,7.8,494.0
Spring Days,tv,Romance,2005,tt0843176,7.4,58.0
Sandglass,tv,Drama,1995,tt5742816,8.2,85.0
Super Why!,tv,"Adventure, Animation, Family",1999,tt1105469,6.1,1300.0
Keeping Up with the Kardashians,tv,"Family, Reality-TV",2007,tt1086761,2.9,31868.0
Heartland,tv,"Drama, Family",2007,tt1094229,8.4,21127.0
C.I.D.,tv,"Action, Crime",1998,tt0401916,7.0,5124.0
Adventure Time,tv,"Action, Adventure, Animation",2010,tt1305826,8.6,121748.0
Flower Shop Without Rose,tv,Drama,2008,tt1165004,7.7,191.0
Vientos de agua,tv,Drama,2006,tt0459724,8.7,1234.0
Strawberry Shortcake,tv,"Animation, Family, Musical",2003,tt1190823,5.6,678.0
Anne of Green Gables,tv,"Animation, Drama, Family",1979,tt0078560,7.7,2240.0
Tokyo Love Story,tv,"Drama, Romance",1991,tt0206518,8.4,1050.0
